,free_text,label_id,dataset
23809,"""trần hà thôi nứ thì kệ ấy đi chị nhiều khi có cũng như vô_hình nhiều cái nghĩ mà tủi_thân lădm""",0,vlsp
23810,linh phan,0,vihsd
23811,"""dương_thị huyền_trân anh nhạc hay thì nghe chứ buồn bả gì""",0,vlsp
23812,"""anh tuan tran thằng dân den không suy_nghĩ được thằng làm quan mẹ thằng ngu thí_dụ tao thử cho mày ngồi lên mục giảng mày có biết phải làm gì không nói ngu hơn chó""",1,vlsp
23813,"cùng ngành và bao che cho nhau,sao biết nó lạm quyền mà xử lý?tôi ở tỉnh xa,đi đến đây bị cảnh sát của ông trưng dụng phương tiện.rồi đợi ông trả xe ở đâu?mất mát đồ đạc,tài sản,xe bị đâm đụng hỏng hóc,biết đâu mà bồi thường?tôi sẽ tiếp tục hành trình,hay ngồi đợi ông quay lại trả phương tiện.....luật mới trả lệ.toàn nghĩ cách chộp giật.",1,vihsd
23814,gần bằng bác ngạn kể rồi anh ưi,0,vihsd
23815,"""trời ơi sao mà khổ vậy tội_nghiệp cho con quá nam_mô di_đà phật""",0,vlsp
23816,ok tkask thấy dấu bé ba,0,vihsd
23817,"""cho mình bộ nc ngọt xanh sương vàng đỏ""",0,vlsp
23818,sao còn tồn tại con người này hả trèn,1,vihsd
23819,toàn thánh phán,0,vihsd
23820,chứ còn mẹ gì nữa . . . câu view trắng trợn,1,vihsd
23821,lương y như từ mẫu,0,vihsd
23822,ức chế vl... bán bó rau lời ko bao nhiêu..,0,vihsd
23823,riết rồi t tưởng sao mới của sô bít luôn á,0,vihsd
23824,ngày nào  rảnh  đi  làm  bộ  răng  đi  bác  à còn  một  nữa  làm  thêm  đâu  có  bao  nhiêu tiền  đâu,0,vihsd
23825,đầu có ít tóc mái cứ phải hất hất cơ....,0,vihsd
23826,sau khi xài clear đến từ vị trí abe,0,vihsd
23827,ba gà mtp,0,vihsd
23828,"""đoán xm""",0,vlsp
23829,hoài phong sinh ra cái miệng để ăn để nói lời hay k nói nói cái gì ngộ gke,0,vihsd
23830,"""lê lê_thoại nhi""",0,vlsp
23831,"""tấu hài""",0,vlsp
23832,"""cho phước vĩnh_phu_giáo bình_dương tc giá tỷ""",0,vlsp
23833,đc ván hay ông giáo gáy khét vc=)),0,vihsd
23834,mỗi cái gif cũng nhiều like vl :((,0,vihsd
23835,ơ ơ :((,0,vihsd
23836,"tay funky đấy, đấm phát bay mồm =))",0,vihsd
23837,"con này với thằng don nguyễn dv hài chưa bị bắt nữa hả? tụi nó kết hợp với nhau bán hàng giả làm lũng đoạn thị trường, lừa đảo người tiêu dùng. làm mất uy tín nhà nước vn. đề nghị công an vào cuộc bắt hết bọn này. ai đồng ý thì hãy cùng nhau lên tiếng. bọn này là bọn lừa đảo là tội phạm kinh tế",1,vihsd
23838,"""ság dậy thấy say vl""",0,vlsp
23839,"""mọi ng ơi ai có thèm bánh_tét nhớ ủng_hộ ch mình nha_ăn lần rồi sẽ muốn quay laị ăn nữa bánh mềm_dẻo vừa_phải nói chug là rất ngon nhoa ps bánh nhà gói đảm_bảo chất_lượng nha mai linh gon gom order thứ chốt số lượng_thứ giao bánh_tét nha cả nhà bánh nóng_hổi vừa thổi vừa ăn luôn có cả loại tét đậu tro và chuối tất_cả đồng giá chỉ thôi nhé sỉ nhé sđt""",0,vlsp
23840,cho mình hỏi nếu muốn theo dõi idol nudetiger của mình. thì phải xem ở đâu ạ ( trang cá nhân hay link youtube) í,0,vihsd
23841,"""khu vui_chơi trẻ_em với tiêu_chí sự hài_lòng của khách_hàng là niềm vui của chúng_tôi""",0,vlsp
23842,"""vy trần_thỏ bảy màu hạy xem sức_mạnh fan cứng của tao đâyyy haaa cre bảo phan từ group động thỏ""",0,vlsp
23843,"""lâu lắm mới dk chuỗi bét anette cần ad cùng leo danh lùn đáng ju motivated bé hạt_tiêu""",0,vlsp
23844,hi vọng việt nam con rồng cháu tiên sớm vượt qua đại dịch này !,0,vihsd
23845,"""giá_trị đồng_tiền nằm cách yêu giá_trị con_người nằm cách yêu và cách sống bùi_thế đức""",0,vlsp
23846,bk fb thât của cô k mấy bạn,0,vihsd
23847,"""thu liễu gần bv tâm_thần nha""",0,vlsp
23848,nói thế đụng chạm bác em nha! ở xứ đông lào bác em luôn đi đầu khi có tiệc tùng đó. chớ khi ra quân là bác trốn mẹ trong hang pác bó. cải cách ruộng đất là bác có bí danh cb ( là chó bò) giết người rồi đổ tội cho người khác.,1,vihsd
23849,"7:12, 8:16",0,vihsd
23850,"""nguyễn_ngọc thắng mày thích mày đem vô rừng mày hát đi ai cấm mày phát_biểu như dân nhà_quê""",1,vlsp
23851,"""đậu_phộng cậu út nguyen ae trai nha_minh oi ai that ngiep minh ngay nhe cv oke luon phong van di_lam luon nhe""",0,vlsp
23852,ăn hết .trừ con gì nằm ngửa là không ăn ',0,vihsd
23853,:v bác đen vl,0,vihsd
23854,ng bố của năm,0,vihsd
23855,cường euro thì táo quân là thứ ko thể thay thế dc mà,0,vihsd
23856,"""thanh đạt chắc thế tấc nơ vl""",0,vlsp
23857,ទូទៅ,0,vihsd
23858,"""vkl""",0,vlsp
23859,"""bạn còn gê hơn tui zậy mà bạn đi nói tui hiếu mọy chill""",0,vlsp
23860,pubg mobile vn đang cảm thấy cô đơn cùng mixi gaming,0,vihsd
23861,"""trí đức thứ làm về mà""",0,vlsp
23862,cái địt cụ nhà chúng nó ? việt nam nhiều giáo sư tiến sỹ nhất thế giới mà chẳng thằng lồn nào hiểu chất độc nó là cái gì??? bọn bú lồn ăn tục nói phét thôi,1,vihsd
23863,"""anh cười xấu vl""",0,vlsp
23864,"sao ông già không để mình stream hôm nhở, chỉ khều donate là giỏi =))",0,vihsd
23865,cô nói con cười chết,0,vihsd
23866,dung rồi. gi trùng qua học.  lâu roi mới gặp đc trần dân,0,vihsd
23867,"""đàoo hiềnn đàoo áo phối mặc kết_hợp gì cũng xinh fom dưới kg vừa""",0,vlsp
23868,"""chúng truyền lào tom vlogs công_nghệ làm sữa giả""",1,vlsp
23869,cuộc sống kbt còn cái j ngu hơn cái này ko bất lực,1,vihsd
23870,"""đeo đanh răng lai con đoi hôn vl""",1,vlsp
23871,"""hứa_hẹn sẽ ra nhiều món mới hay là lập page cho ruby nhở blw adtt md đặng_thuỳ dung""",0,vlsp
23872,trường giang ý mình là họ đều không có ý thức như nhau cả ..biết mình có mang bệnh trong ng mà chẳng chịu đi cách li rồi mang mầm bệnh trong người đi lây sang cho ng khác tội cho ng ta lắmm,1,vihsd
23873,vu quynh huong,0,vihsd
23874,cứ miết dần mất đi tình cảm r chỉ vì 2 từ đó thôi,0,vihsd
23875,"""các mẹ thấy sao đẹp ko tỳ_vết luôn váy công_chúa chấm bi chất lụa siêu đẹp hàng bán shop size kg thiên_di_tâm như and ngọc yến nhi""",0,vlsp
23876,"""quynh anh kinh vl huhu""",0,vlsp
23877,bóng già chuyển giới. cô cô nghe mắc ỉa. súc vật lũ bongs chó tởm lợm,1,vihsd
23878,thân gửi anh,0,vihsd
23879,"""gấp nữ làm thời_vụ tại kcn điềm thuỵ đc chuyên ca có xe đưa_đón tn tr tr""",0,vlsp
23880,"""set trị mụn chưa bao_giờ làm ng tiêu_dùng thất_vọng cam_đoan hết mụn bạn bị mụn bạn tư ti khi giao_tiếp mặt cảm với mọi người xunh quanh bala bala hãy để white cùng đồng_hành đá bay lũ mụn sang một bên serum siêu_trị mụn white trị tất_cả các loại mụn trứng_cá mụn viêm sưng táy mụn bọc mụn ẩn_dưới da_mụn mủ đặc_trị các loại mụn tận gốc không để lại sẹo sản_phẩm là dạng thuốc không phải kem sản_phẩm lành_tính chiết_xuất thiên_nhiên không chất_hóa học giá niêm_yết set thư thư""",0,vlsp
23881,có phun khí dung thôi mà làm quá,0,vihsd
23882,"""nay ck đk nghỉ và cái kết bắt đk con cá to thương thương festive phạm quý""",0,vlsp
23883,"""set áo nhúng quần dập ly ống rộng hàng qc chất đẹp dã mannn hàng_có_sẳn set shop trân phạm thái bường tp vĩnh_long xéo trường_học vĩnh_long""",0,vlsp
23884,"cuộc sống mà , ae ủng hộ album quảng cáo của thầy t nhe",0,vihsd
23885,"""đơn hàng siêu hot làm thêm khủng nhé sơn kim_loại địa_điểm chiba số lương nam tuổi tuổi lương_cơ_bản yên ngày thi_tuyển dự_kiến nhập_cảnh tháng hàn địa_điểm chiba số lương nam tuổi tuổi lương_cơ_bản yên ngày thi_tuyển dự_kiến nhập_cảnh tháng công_ty đã có tts đang làm_việc làm thêm đều chi_tiết""",0,vlsp
23886,"""ánh ngô_tưởng sáng_tạo cần thay_đổi""",0,vlsp
23887,hi chu,0,vihsd
23888,"""dự hay vl""",0,vlsp
23889,idol chỉ có nói đúng,0,vihsd
23890,m à  t ko còn ngon ngữ nào mà chửi m nữa,0,vihsd
23891,được đey,0,vihsd
23892,minh hiếu nói chuyện duyên dáng quá,0,vihsd
23893,"""em đã nói là không ăn mà công_ty nó sợ em ốm cứ bảo ăn đi làm em phải suy_nghĩ là khi nào em mới giảm cân thành_công đây câu hỏi nan_giải quá àh cái miệng nó hại cái thân em thấy cũng tội thôi cũng kệ thik bò thẳng tiến phải_chi cho thêm ly bia nữa là có_lý luôn hjhjhj mat dang blessed""",0,vlsp
23894,chị em rụng trứng chưa,0,vihsd
23895,"""chèo các fan cứng mới""",0,vlsp
23896,"""thích cảm_giác được crush ngừi khác vl""",0,vlsp
23897,"""giờ vẫn là nòi phan_hường phan_ta sa trai no""",0,vlsp
23898,bóng già,1,vihsd
23899,"""đann chii dăm_ba crush ngu vl""",1,vlsp
23900,"""hehe hong lan vu sầu_riêng""",0,vlsp
23901,quynhanh nguyen haha. hnao lên xem mới đc,0,vihsd
23902,bệnh hoạn v lin,1,vihsd
23903,hélu,0,vihsd
23904,cường cái địt con mẹ chó công an .chúng mày cũng chỉ là 1 sản phẩm óc chó cộng sản đào tạo .,1,vihsd
23905,"""nam phạm giếng lol đó có nước đâu mà ún nó xạo lol đó thằng ngu""",1,vlsp
23906,cần,0,vihsd
23907,"""muốn cái rìu trống_đồng""",0,vlsp
23908,ko có lương nên ko hi vọng nên sẽ ko phải thất vọng ;)))))))),0,vihsd
23909,"ông cố dấn cho tt trun chốn zịch . . dư thế nhào , mà đến hôm nay (2/4) chếc nhiều zậy ? - xem ông xong , tôi quên cả chết.kkk",0,vihsd
23910,chuyến đi lưu diễn đáng nhớ :)),0,vihsd
23911,"""chi ao xanh de thuong wa thanh le nguyen tpm shop test loa chất vl""",0,vlsp
23912,còn ko làm mà đòi ăn thì ăn...,0,vihsd
23913,mấy đứa đạo lý toàn sông như bướm,1,vihsd
23914,vì yêu anh nên em nguyện làm ng tăng động,0,vihsd
23915,"""nhân_gian hữu_ái bình_sinh đắc_vi trân_châu đen clip dựa trên câu_chuyện của bài hát độ ta không độ nàng link bài hát tranchauden tiktok douyin""",0,vlsp
23916,-trung jump king- :),0,vihsd
23917,"đừng lôi mẹ người ta vào, tao địt vào miệng mày vũ long bảo cấm lôi fụ huynh vào nha ^_^",1,vihsd
23918,cậu đồng thế ông đi lên công ty làm là ông bỏ nhà ra đi à ?,0,vihsd
23919,bổ sung thêm cho bình luận vừa nãy of anh. em chợt thấy cái này rất hợp hoàn cảnh. harry lê,0,vihsd
23920,"""thu phuong tage thêm vài đối_tượng""",0,vlsp
23921,ý thức của chị nhung còn ít hơn cả nhân bánh mì của t :)),1,vihsd
23922,"""còn nhưng chắc số_ít tôi vẫn thấy đâu_đó có người đàn_ông tốt""",0,vlsp
23923,trần văn trung định kéo anti cho sếp à ông,0,vihsd
23924,xuân còn non nghĩa là xuân sẽ già,0,vihsd
23925,"""nhìn con kéo_trông hãm lềnh vl""",1,vlsp
23926,"""trần bảo băng cassette""",0,vlsp
23927,"""lan anh ơi papi shop đã nhắn_tin giá sale ưu_đãi bạn check luôn nhé địa_chỉ_số ngõ đội cấn ba đình hà nội""",0,vlsp
23928,"""năm số_phận em giờ ra sao nguyễn_minh_mẫn shared memory luong do dinh and dat truong""",0,vlsp
23929,tao ngồi xem bọn bán khẩu trang hét giá,0,vihsd
23930,chưa kịp tạo dáng mà bà già tao đã chụp . tùng said,0,vihsd
23931,haix,0,vihsd
23932,hay lắm abe oi =))),0,vihsd
23933,cae team off luôn hả abe,0,vihsd
23934,"""mùa mưa đến là lúc căn_bệnh viêm xoang viêm mu_di ng hoành_hành ai đang trong tình_trạng này ip cho mình kim duyen kim_duyên""",0,vlsp
23935,đồ uyển đình ngọc chị có chồng ch :v,0,vihsd
23936,"""hưng mới về tàu sắt trộm gần cát bị bắt bến tre qua xác_minh công_an huyện bình đại xác_định tàu sắt btr được một cá_nhân thuê của công_ty sông lam""",0,vlsp
23937,"""đầm ôm body chất_liệu thun dưới kí vừa""",0,vlsp
23938,"""lột cả lòng bàn_tay bàn_chân ko phải thuốc nào cũng làm được đến với sp của phù_thủy_lột da quý_khách sẽ thật hài_lòng""",0,vlsp
23939,abe có thể chiếm đoạt được trái tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì abe tuổi lol chiếm đoạt được :vv,1,vihsd
23940,"""ce nào có gái mua áo này hơi phí thương_hiệu gap hàng xuất hàn nhé bán tăng tt thôi ah bán lợi_nhuận luôn giá dật luôn size từ kg bao chất đẹp luôn nhanh hết các nhé sol có_hạn lụa đặng""",0,vlsp
23941,"""lâ lơ_la ng_đô ng lo ng yêu nhưng đa cha_tơ con tim thi muôn đơ nhơ thương""",0,vlsp
23942,"cô mh duyên dáng , yêu ghê á",0,vihsd
23943,team refund này bắn chắc anh em đi rửa mắt hết anh à,0,vihsd
23944,cực kì thuyết phcuj,0,vihsd
23945,"""tiếp_tục nhé cam on""",0,vlsp
23946,"""đúng là mấy bà đéo biết lonque nói cũng đéo hiểu lonque""",1,vlsp
23947,"""phạm nhật tôi là dân quận dân quận muốn có bồ không khó how to tỏ_tình bao dính link group dành cho dân quận mời các bạn tham_gia giao_lưu_chém gió cộng_đồng dân quận tôi là dân quận""",0,vlsp
23948,"""đồ uống không_thể thiếu mỗi ngày của tui tinh_bột nghệ vs sữa đặc để tăng cân nha mg ai muốn giảm cân thì ẻm nhé thương thương is at choa ngã trung_đoàn""",0,vlsp
23949,"""kem tan mỡ linh hương giảm ngay cm đến cm sau tuần sử_dụng bôi là nóng nóng_là_tan tan_là_giảm giảm_là_đẹp đẹp_là_thích thích thì phải nhích ngay nhé mỡ đâu bôi đó bụng béo mông xệ đùi to dám đảm_bảo giảm trả lại tiền nhé chiết_xuất từ_thiên_nhiên độc_hại an_toàn tuyệt_đối đâu có mỡ nơi đó cứ để lo""",0,vlsp
23950,"bài viết này lệch lạc. chủ nghĩa dân tộc không tồn tại trong chế độ cs do đcs cai trị. từ thời mao đến nay đcs tq đã áp bức và giết hại gần 60 triệu người hán qua hàng loạt các vụ thanh trừng đẫm máu như ccrđ, cách mạng văn hoá, đại nhảy vọt, chống xét lại, pháp luân công...... một đảng cai trị và giết chính dân tộc mình thì có được coi là theo chủ nghĩa dân tộc không??? bài viết rất thiếu khách quan và ngộ nhận.",1,vihsd
23951,"""đăng phương mất_giá vl""",0,vlsp
23952,em chẳng biết sao xem trên youtube thấy fan rf bị chửi quá trời . chắc cũng do nhiều bạn nói chuyện vô văn hóa quá. mình bắn cbs thì cổ vũ còn md bắn mình thì chửi. các bạn yêu thích rf thì cũng mên yêu thích lại ý thức của mình. đừng để ngta vơ đũa cả nắm.,0,vihsd
23953,"""ngta nói câu khác máu tanh lòng sai chút nào hoa mắm crazy""",0,vlsp
23954,"""mình chẳng ước_ao ngày có hàng trăm đơn bởi_vì mình chẳng có ước_mơ nhà cao xe xịn như người_ta mình chỉ ước_ao mỗi ngày được ntn để có thêm niềm vui niềm đam_mê công_việc và niềm vui sống khổng tước""",0,vlsp
23955,"""về sll nha mn giá hạt_dẻ quá đi thôi nguyễn_thương thương""",0,vlsp
23956,em iu tùng iu luôn cả em tùng,0,vihsd
23957,"""đau kiên hà pained""",0,vlsp
23958,"""ngọc_phú đụ mạ mông đã vl""",1,vlsp
23959,oh,0,vihsd
23960,hoàng xuân tâm thương hiệu thời trang gì 84 + đó,0,vihsd
23961,e đang thất nghiệp nghe dlv đồn 200k 300k gì e đi quằng cả tháng nay mà đéo thấy ai kêu nên thất nghiệp tiếp,1,vihsd
23962,chuẩn giá án rồi,0,vihsd
23963,"""tân_quang bùi_phạm tuấn sân_chơi giới trẻ chúc_mừng gia_đình khá bảnh sau tháng thành_lập đã đạt thành_viên theo mọi người giờ lên tổ_chức event gì để tri_ân nhỉ groups youtube youtube fanpage facebook phạmtuấn""",0,vlsp
23964,đáng iu quá,0,vihsd
23965,"""huyen trang bựa vl""",0,vlsp
23966,ủa sao ko ở nhà trọ ?,0,vihsd
23967,vâng rất việt nam... việt nam là thế,0,vihsd
23968,sao ko đc z thầy,0,vihsd
23969,nguyễn ngọc phương thư woi,0,vihsd
23970,bùn nhở,0,vihsd
23971,"""người mua_vui vl phũ thế""",0,vlsp
23972,tầm này năm ngoái . năm nay mh để đầu nguyên vẹn k trao cho ai hết.,0,vihsd
23973,giống nhau đến ngạc nhiên,0,vihsd
23974,biết luôn tên admin thì phải,0,vihsd
23975,con gì trông cửa trông nhà,0,vihsd
23976,mới nêu được thực trang. nêu được giải pháp thì đáng nể,0,vihsd
23977,"""con vịt xoè ra cái cánh nó kêu rằng đéo đéo đéo""",1,vlsp
23978,"""nguyễn_ngọc mỹ nga hong_kong music nhạc đàn hong_kong vnfp cantopop loạn_thế tình lữ do  leo ku cổ cự_cơ ft hồ_định hân trình_bày mv đẹp với người đẹp và quen_mặt của làng giải_trí hong kong cổ cự cơ leo ku   ku kui kei vnfc  nancy hồ_định hân link youtube link nct""",0,vlsp
23979,"""duy_khánh đù má vip""",1,vlsp
23980,yêu abe 3000,0,vihsd
23981,bán đôi dép nike hoa cúc để ăn tết ai mua ib giá yêu thương,0,vihsd
23982,"""dang ka_anh tiễn đoàn châu âu hành_trình nd đầu hà nội nhận khách cho các ngày khởi_hành tiếp_theo giá chỉ từ tr ưu_đãi lớn cho khách đăng_ký tour mùa thu""",0,vlsp
23983,"""cái này mà vung roi quất ngựa đau đít vô_cùng""",0,vlsp
23984,năm mới zui zẻ nha mọi ngườii,0,vihsd
23985,phan thai đệt t về liền nè,0,vihsd
23986,"""chung trần thấy giống ahải vl""",0,vlsp
23987,nhà bao việc,0,vihsd
23988,98 mà nhìn như cô mình vậy,0,vihsd
23989,"""bố mày bõ ghét vl""",0,vlsp
23990,"mấy thanh niên, còn gơ lắm",0,vihsd
23991,"từ sơn - bắc ninh , nơi dân chơi hội tụ chu minh sang lương tuấn",0,vihsd
23992,idol dậy thì rất thành công ạ,0,vihsd
23993,nguyên tắc bất di bất dịch của nhân dân ta khi tham gia giao thông:,0,vihsd
23994,lý thành công 4 tuần rồiiiii,0,vihsd
23995,"""game phá nhà thì ai phá nhà được thì thắng chứ ba mẹ mày cho mày ăn cức thay cơm thằng ngu""",1,vlsp
23996,"cầu mong thần cá voi và thần cá heo giúp nhật bản qua đc cơn hoạn nạn này""",0,vihsd
23997,"""đau bụng vl""",0,vlsp
23998,"""chúc các bạn nghe nhạc vui_vẻ nguyen phuong ngan relaxed gửi về sông lục núi huyền cs phương ngân""",0,vlsp
23999,thật ra bình cứu hỏa china là dùng để xịt mấy thằng hút thuốc lá trên xe. vừa tắt thuốc vừa chống hôi xe nữa . đmcs,1,vihsd
24000,"""hp""",0,vlsp
24001,nguyễn thêu biểu tượng của bông hoa:)))),0,vihsd
24002,sang năm mới nhiều giáo án mới hay hơn nha abe :)),0,vihsd
24003,"""đàn ôg mà trơ_trẽn gặp em nào cũng mở_miệng ra nói anh yêu em_em là nữ_thần trong lòng anh xong kiếm cớ nắm tay nắm chưn các kiểu dồi ôi nghe thốn bỏ mịe tớ chỉ đứng ngoài cuộc nge đoạn hội_thoại và nhếch mép cười cuộc_đời cứ muốn khẩu nghiệp mà_lại pải noái huyền_ngọc đỗ yucky""",1,vlsp
24004,"@loc nguyen groupbạn nói cũg đúng, nhưng nó tệ tới mức như nước lọc mình dậy đó, k có mùi j hết , chứ chất lượng đc như giá tiền thì nói lm j",0,vihsd
24005,"""hàng mới ikea giá treo tầng chất_liệu thép mạ kẽm chống gỉ kt cm cm cm ưu_điểm có móc tháo di_chuyển dễ_dàng nội_thất_đồ gia_dụng ikea thụy điển""",0,vlsp
24006,trần uyên đã nghe chưa,0,vihsd
24007,nghe rất vô sinh nhưng lại có bầu,0,vihsd
24008,"""rose fashion ngõ nguyễn_khánh toàn hà_nội ship toàn_quốc toàn_bộ hàng có sẵn khuyến_khích khách qua shop mua và kiểm_tra chất_lượng sản_phẩm type photos from rose fashion post""",0,vlsp
24009,"""thuỳ trang to the group du_lịch đi cho thuê xe_máy đà_nẵng anh king xe_chất chúng_tôi lo bạn chỉ việc mặc đẹp lồng_lộn cùng người mình yêu ngao_du đà_nẵng những ngày nghỉ nắng đẹp ngồi với nhau kể dăm_ba câu_chuyện rồi chúng_ta chụp hình sống ảo thanh_xuân này có bao_lâu mà hững_hờ""",0,vlsp
24010,lấy búa liềm tq để treo nữa chứ :),1,vihsd
24011,"""ʚʬɞđức conʚʬɞ was at """,0,vlsp
24012,"""vó link ko nghi_vấn vl""",0,vlsp
24013,nếu anh quang còn tồn tại thì rep cmt e dc k ???,0,vihsd
24014,ánh sáng của đảng sẽ soi sáng cho chúng ta,0,vihsd
24015,tưởng thắm bán page ????,0,vihsd
24016,chất vlon a ưii,0,vihsd
24017,minh tuân đẹp trai quá ah,0,vihsd
24018,từ lúc cáo ra đời sói nhà mình cáu hơi nhiều :v,0,vihsd
24019,"""khanhbang tran huynh tâm an cuộc_đời ni ngắn lắm đừng bận lời thị_phi""",0,vlsp
24020,"lê thành thảo duyên gia nghi xem đi, trend cánh hoa đó",0,vihsd
24021,troi sao ranh nua,0,vihsd
24022,anh kể cảm động quá,0,vihsd
24023,"""nhờ vậy mới có tiền mua sh nè cô gái đòi chia_tay người_yêu đi sh vì đi xem phim còn bắt share tiền bỏng nước có tiền mà còn ki_bo người_ta thường nói tiền_bạc phân_minh ái_tình dứt_khoát ấy vậy_mà cô gái này vẫn nằng_nặc đòi chia_tay vì bạn trai bắt chia tiền bỏng nước tiền_bạc vốn là vấn_đề nhạy_cảm trong mọi mối qh đặc_biệt là tình_yêu đôi""",0,vlsp
24024,"""vo cong anh thật_ra ngu_hóa vl""",0,vlsp
24025,"cho em ké tý ạ. ai bị đa nang buồng trứng, vô sinh hiếm muộn, tắc vòi trứng, đau bụng kinh, kinh nguyệt k đều, tắc kinh, vô kinh, viêm nhiễm, nấm ngứa,... con trai tinh trùng yếu , yếu sinh lý ib em tư vấn nhé. đảm bảo 1 người khoẻ 2 người cùng vui 0984888291",0,vihsd
24026,nguyễn đức thủy hại thận,0,vihsd
24027,cũng k biết phải nói gì luôn. ngay lúc đất nước đag phải nổ lực chống dịch thì lại có những thành phần như v,0,vihsd
24028,"""con nhà cuzng toàn ngủ ngay phòng tắm""",0,vlsp
24029,bạn bị phạt khi chê lãnh đạo kênh kiệu/ngu/cùi bắp ... không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia.,1,vihsd
24030,hoa hậu việt nam: phùng thanh độ,0,vihsd
24031,"""váy ngủ voan giá bánh_bèo thu hà to the group hội các bà mẹ quảng_ninh thu váy ngủ voan hoạ_tiết beo xám cải ren ngực ảnh và video do mình tự quay cam_kết chuẩn hình ship hàng toàn_quốc thu tiền tận nơi số tôn_đức thắng hải phòng""",0,vlsp
24032,"tất ziên,tôi ,tất ziên,,,,",0,vihsd
24033,"""hãy là một người đàn_bà thông_minh nói ít hiểu nhiều nói nhiều thành dại mà nói đại thành ngu đàn_bà quá khôn thì đàn_ông sợ đàn_bà quá ngu thì đàn_ông chán hãy cứ là đàn_bà khó hiểu hiểu không được thì phải tìm_hiểu""",0,vlsp
24034,"ko cộng thì cho biết đề, đáp án trc. đâu cũng vào đó thôi! đời...",1,vihsd
24035,chán,0,vihsd
24036,"""thạch phan ai đâu rảnh nhưng thôi có tao rảnh nè mà đéo chúc ahi""",1,vlsp
24037,ít tt page đăng bài lên bộ tộc không đc duyệt vẫn được fan cứng :v,0,vihsd
24038,thắm thối lồn viết văn dài quá. cần địt gì để ý cái bọn ko biết gì . :)))),1,vihsd
24039,"""mới bày cho được bữa mà hát giỏi ri rồi quang dưa thánh_ca công_giáo xin cho được nhiều chứng nhân thêm thợ gặt lúa chín vàng tươi ca_khúc nữ vương ơn gọi sáng_tác hồ_ngọc hoài trình_bày thanh hoài huyền_linh diễm sương hồng_nhung hòa_âm nguyễn_thanh thu âm mix nguyễn_hiền video vincente điểm ca_khúc của hội dòng tông_đồ cầu_nguyện cho ơn gọi hướng tới ngày lễ cầu_nguyện cho ơn gọi linh_mục tu_sĩ mời mọi người lắng_nghe và chia_sẻ nhé linkyoutube linkmp""",0,vlsp
24040,ta nói muốn gớt nước mắt khánh vy,0,vihsd
24041,"""đéo gì ném đt lấy gì chơi ngu chó""",1,vlsp
24042,"""hàng đẹp miễn chê lan anh vu shared live video ngân cảm_ơn điện_lực việt nam đã tài_trợ chương_trình này mời cả nhà tham_gia cùng canifabáthước""",0,vlsp
24043,i love u chu cờ mo :))),0,vihsd
24044,hot lồn chứ hot girl,1,vihsd
24045,"""buồn quá dm buồn vl""",1,vlsp
24046,"thêm chữ kì chi zay bạn. nó ko có hay, còn bạn k hiểu thì mình cũng k giải thích thêm.",0,vihsd
24047,"""rực_rỡ phong_độ cuốn_hút thế này thì bảo sao các em không auto đổ đứ_đừ chấm để được sở_hữu chiếc sơ_mi độ sát_thương thu_hút ánh nhìn của nàng giá cực yêu không_thể_nào ưu_đãi hơn được nữa hàng có sẵn tại cơ_sở số đường đê nông_lâm tp thái nguyên""",0,vlsp
24048,"nguyễn thị thủy tiên giờ mới thấy có người tỉnh táo. công ty gì mà có dịch cũng bắt đi làm không cho nv nghỉ gì hết, buồn hết sức :)))",0,vihsd
24049,"so sánh hay nhể, đây mang tiếng đồng bào mà làm cái như thế này xong đem so sánh với cái nước xa tít tắp, nực cười.",0,vihsd
24050,ae có ảnh gốc k cho mình xin với,0,vihsd
24051,"""poet poet_thánh ham hát quá_trình luyện thanh chuẩn_bị cho siêu_phẩm dân ca trữ_tình khác cua_thánh ham hát link youtube link youtube""",0,vlsp
24052,thông báo cho ad biết nhé hôm này giá xăng sẽ giảm mạnh nhé.,0,vihsd
24053,nguyễn hoài bảo ghe rk na :)),0,vihsd
24054,cô rô la nó thích món khoái khẩu này lắm !!,0,vihsd
24055,"""nguyễn_bảo phương vy heoooo thanh_thảo xa_lộ định_mệnh""",0,vlsp
24056,mặt nhìn giống cái âm hộ gái nhật ge,1,vihsd
24057,"""nguyễn_văn_thế em thích dợ chòng nhà này vl huhu""",0,vlsp
24058,mua sắt vụn về làm phương tiện chiến đấu! đắng lòng,1,vihsd
24059,gái hay trai vậy,0,vihsd
24060,lon ma m nka,1,vihsd
24061,"""tiến_minh blux xưởng sản_xuất da nội_thất tô cao_cấp thảm sàn cao_cấp full ốp cốp cho honda_crv chuẩn chỉ theo yêu_cầu khách_hàng lấy ngay trong tiếng đặt lịch ngay với với chúng_tôi để được tư_vấn ngay cho xế yêu mr báu blux impossible is nothing""",0,vlsp
24062,"""bởi ta thích mđ nhây vl""",1,vlsp
24063,"bởi méo coi phim vn, chán vl",1,vihsd
24064,thôi đi ông tướng ah,0,vihsd
24065,"""đã nghèo còn mắc cái eo chỉ cí dân_nghèo chết""",0,vlsp
24066,"""chào đi ngủ đây""",0,vlsp
24067,acc về rùiiii á,0,vihsd
24068,co hình ảnh mấy bà nầy mà nhiều ng lấy làm kênh youtube quá há,0,vihsd
